slide_id,x,y,label,png_path,y_true,y_prob,y_pred,epoch
1039408,143523,18890,1,results/patches_norm/1/1039408__x143523__y18890__mpp0.252__r445.png,1,0.0015602933708578348,0,2
002,88805,23485,1,results/patches_norm/1/002__x88805__y23485__mpp0.253__r443.png,1,0.0016443461645394564,0,2
002,88805,23928,1,results/patches_norm/1/002__x88805__y23928__mpp0.253__r443.png,1,0.0019082878716289997,0,2
002,89248,23485,1,results/patches_norm/1/002__x89248__y23485__mpp0.253__r443.png,1,0.0019239161629229784,0,2
CNS_2_1_H&E_M_57_TX2_M94403,19715,94132,1,results/patches_norm/1/CNS_2_1_H&E_M_57_TX2_M94403__x19715__y94132__mpp0.221__r506.png,1,0.0019537052139639854,0,2
1,37264,5053,1,results/patches_norm/1/1__x37264__y5053__mpp0.253__r443.png,1,0.0020671819802373648,0,2
002,89027,24592,1,results/patches_norm/1/002__x89027__y24592__mpp0.253__r443.png,1,0.0021948113571852446,0,2
002,64891,41200,1,results/patches_norm/1/002__x64891__y41200__mpp0.253__r443.png,1,0.0022598514333367348,0,2
002,88141,24371,1,results/patches_norm/1/002__x88141__y24371__mpp0.253__r443.png,1,0.002300669439136982,0,2
002,89470,24814,1,results/patches_norm/1/002__x89470__y24814__mpp0.253__r443.png,1,0.002549394965171814,0,2
002,89470,23485,1,results/patches_norm/1/002__x89470__y23485__mpp0.253__r443.png,1,0.0027390760369598866,0,2
002,89691,24371,1,results/patches_norm/1/002__x89691__y24371__mpp0.253__r443.png,1,0.0027904834132641554,0,2
002,62898,40535,1,results/patches_norm/1/002__x62898__y40535__mpp0.253__r443.png,1,0.0028659102972596884,0,2
002,64005,40757,1,results/patches_norm/1/002__x64005__y40757__mpp0.253__r443.png,1,0.002910009352490306,0,2
002,88805,24592,1,results/patches_norm/1/002__x88805__y24592__mpp0.253__r443.png,1,0.0030619667377322912,0,2
1,36600,4831,1,results/patches_norm/1/1__x36600__y4831__mpp0.253__r443.png,1,0.003720697481185198,0,2
002,88805,24371,1,results/patches_norm/1/002__x88805__y24371__mpp0.253__r443.png,1,0.0038064136169850826,0,2
